Recency,Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,MonetaryMin,MonetaryMax,TotalQuantity,AvgQuantityPerTransaction,MinQuantity,MaxQuantity,CustomerTenureDays,FirstPurchaseDaysAgo,PreferredDayOfWeek,PreferredHour,PreferredMonth,WeekendPurchaseRatio,AvgDaysBetweenPurchases,UniqueProducts,UniqueDescriptions,AvgProductsPerTransaction,UniqueCountries,NegativeQuantityCount,ZeroPriceCount,CancelledTransactions,ReturnRatio,TotalTransactions,UniqueInvoices,AvgLinesPerInvoice,Age,SupportTicketsCount,SatisfactionScore,Churn,RFMSegment,AgeCategory,SpendingCategory,CustomerType,FavoriteSeason,PreferredTimeOfDay,Region,LoyaltyLevel,ChurnRiskCategory,WeekendPreference,BasketSizeCategory,ProductDiversity,Gender,AccountStatus,Country,RegYear,RegMonth,RegDay,RegWeekday,MonetaryPerDay,AvgBasketValue
106,45,-278.99073307072103,54.09315929567188,187.2764435100607,-1678.089668843954,3230.2734575409386,45805,738.7673726320082,-2344,3780,389,619,2,22,8,0.9108342269897538,66.36008996843665,456,675,98.5999856006828,1,8,38,18,0.683018318494161,2433,265,28.88364795876192,26.027509351642145,10.852949835723908,0.0696488499322447,0,Potentiels,45-54,Medium,Regulier,Automne,Apres-midi,UK,Jeune,Faible,Semaine,Inconnu,Specialise,F,Pending,Italy,2011,1,12,2,-2.6073900286983274,-6.199794068238245
318,34,-3530.065053399747,203.7396863513377,83.43010084937642,1936.180574737952,8979.191869576658,21349,666.950467794493,-3847,1859,656,177,4,0,7,0.6153478406285743,31.35729169402948,137,61,31.554632203871115,3,66,18,5,0.6435241603741892,6458,239,60.81971152288209,52.37044028256875,8.623537614099318,4.546580550705574,0,Potentiels,35-44,Low,Perdu,Ete,Nuit,Europe_E,Inconnu,Moyen,Semaine,Moyen,Modere,M,Pending,Germany,2011,1,13,3,-11.066034650155947,-103.82544274705138
47,23,-1604.8418982491853,401.03512950608393,215.26466923110377,2711.2281585188657,8881.181889340358,66777,120.4424357543044,-6479,2119,50,357,1,4,6,0.4119465486122636,260.6534864375943,858,438,13.902070723530487,4,53,24,44,0.0152130951953554,4867,263,81.85778266779546,72.05131969004302,9.746286743279123,3.5739125701638548,0,Potentiels,55-64,Medium,Hyperactif,Printemps,Apres-midi,Europe_N,Nouveau,Faible,Inconnu,Grand,Modere,Unknown,Closed,UK,2011,1,14,4,-33.434206213524696,-69.77573470648632
60,37,5395.478971120354,105.99763914130492,71.29707204095436,1546.506868659545,3252.906183617478,40248,573.070210262469,-7704,6392,241,379,3,5,9,0.9344107945712148,71.6255128160673,898,264,20.709148969967817,3,25,37,18,0.8612334118867375,5055,398,76.37361596408635,,5.22663386421568,1.8881349926471136,1,Fideles,65+,Low,Occasionnel,Ete,Soir,UK,Jeune,Faible,Semaine,Petit,Modere,Unknown,Suspended,Spain,2011,1,15,5,88.45047493639925,145.82375597622578
336,11,1740.0635286257257,279.7670499046317,445.04851759190416,-3484.049251999006,9009.608956904678,65033,257.4867528134483,-5819,146,293,657,3,12,3,0.0484642324758223,251.8775042789112,336,797,59.182619605806174,3,84,20,12,0.1454914472478263,9109,134,26.9859610169312,36.65317161553337,6.805015708921584,3.080366169841019,0,Dormants,Inconnu,Medium,Hyperactif,Ete,Apres-midi,Europe_N,Jeune,Moyen,Inconnu,Moyen,Explorateur,M,Active,UK,2011,1,16,6,5.16339326001699,158.1875935114296
25,6,11577.66731765219,367.870291534689,172.9387303689287,3758.830835170571,9961.576734987788,97411,804.2915739639592,-4598,5738,562,449,4,1,11,0.2102761779018613,142.48740280713815,607,95,7.340308862614062,2,93,23,25,0.837330153933041,2071,213,25.28573930061201,53.38181806686166,14.837879744606294,4.3836960328131305,0,Potentiels,55-64,Medium,Perdu,Automne,Midi,UK,Nouveau,Moyen,Inconnu,Grand,Modere,F,Active,France,2011,1,17,0,445.29489683277654,1929.6112196086985
291,18,3617.75047323612,309.91279787878864,77.22987361166189,390.945527360087,8254.15664123948,88239,426.5117707584725,-5704,7943,265,585,5,14,6,0.565888605101759,151.7578023612228,838,553,86.38097888397454,2,91,23,21,0.015562546258716,1782,15,96.6133614805898,63.035926374625774,2.422765927995483,-0.1829551458305727,0,Fideles,18-24,Low,Hyperactif,Hiver,Matin,Autre,Ancien,Eleve,Weekend,Grand,Explorateur,M,Suspended,Italy,2011,1,18,1,12.38955641519219,200.98613740200665
256,21,-25.71454824740158,98.07224363463098,12.72387995287544,-2175.2757362999632,8448.71347755229,34041,994.6894810312908,-836,5416,119,462,3,14,4,0.6155526231931792,171.24978607386169,757,926,96.18846824447758,3,99,18,20,0.6459642624991613,8531,436,1.8153879176040524,63.87058301916777,5.685698984354103,0.5022383042418661,0,Dormants,65+,VIP,Occasionnel,Ete,Apres-midi,UK,Jeune,Moyen,Inconnu,Inconnu,Specialise,M,Suspended,Italy,2011,1,19,2,-0.10005660796654312,-1.2245022974953135
7,42,7342.899732080601,180.91536149944105,322.91119314324214,-747.718145623061,2490.0873610909,21954,93.40793750102482,-5403,6726,711,107,2,12,2,0.0395575065626131,134.21360546655328,469,470,25.427994646070704,2,25,49,35,0.4348015337698278,1517,328,88.09233277296137,,3.669171001183477,2.25620748353987,0,Fideles,65+,Medium,Hyperactif,Hiver,Matin,Asie,Etabli,Eleve,Semaine,Moyen,Modere,F,Closed,UK,2011,1,20,3,917.8624665100751,174.83094600191907
112,36,9135.544337708916,392.9769333202716,318.4511587273716,-4624.289096010926,5767.023988577563,-1998,780.5675148774184,-7099,4566,247,121,4,13,1,0.4030387579071322,36.72629168624538,602,661,45.55943159049507,1,33,46,1,0.2007667290593351,5492,418,20.77312339311809,72.86105676086393,11.241784167037595,3.794062228114152,1,Potentiels,Inconnu,Medium,Occasionnel,Ete,Soir,Europe_N,Jeune,Eleve,Semaine,Grand,Specialise,M,Active,France,2011,1,21,4,80.84552511246828,253.76512049191433
354,41,-1659.161841981003,279.34212449534823,170.30208329064584,-3721.331987775825,672.5591396736785,59783,674.0280318086143,-1940,3578,69,16,0,21,1,0.6491539648308727,113.01561065103871,571,716,3.19131065192021,3,7,1,46,0.1075613917704341,9107,360,94.78114798588702,,11.224202010651531,-0.7824706273508357,1,Potentiels,35-44,Low,Hyperactif,Automne,Soir,Europe_N,Inconnu,Faible,Semaine,Petit,Modere,F,Pending,Germany,2011,1,22,5,-4.673695329523952,-40.46736199953666
252,38,-1647.6156742336466,7.588658703741805,35.855944423825505,2655.467505158608,949.1793682166972,97524,767.7313317601147,-6902,193,56,195,1,6,11,0.6980705464034016,242.26304165328756,403,779,64.43031224799492,4,9,13,43,0.4401276965463264,5950,129,34.88842119792445,,3.679127375958334,4.904108901178163,0,Champions,55-64,Medium,Hyperactif,Ete,Midi,Autre,Nouveau,Critique,Weekend,Inconnu,Specialise,M,Closed,Germany,2011,1,23,6,-6.512314917919552,-43.35830721667491
179,34,-4266.57146132914,381.6904262139065,204.814447447616,-4999.883652446339,9988.926120332906,77234,308.22226569496587,-6323,5188,381,326,1,13,10,0.6381399025162693,243.0113065361379,540,514,41.9786797472063,4,47,31,29,0.1233058053214247,3291,352,44.59482561543198,45.08095125400637,0.3022450661277265,1.729439617294383,0,Champions,55-64,Medium,Occasionnel,Printemps,Midi,UK,Inconnu,Faible,Weekend,Inconnu,Explorateur,F,Closed,Italy,2011,1,24,0,-23.70317478516189,-125.4873959214453
206,17,9728.04030131281,22.479120695418334,155.6087475316968,-834.3417151770782,3266.3924942591093,9738,492.5624348930182,-5119,6638,38,317,1,9,3,0.3205632243609245,104.47187214259796,72,690,27.735788144054016,1,54,41,26,0.4864466116910475,4571,122,71.00494078049371,58.418928620601285,-0.8170771732447353,1.155386843730338,0,Dormants,45-54,VIP,Hyperactif,Ete,Apres-midi,Europe_E,Ancien,Faible,Weekend,Grand,Modere,M,Pending,Italy,2011,1,25,1,46.99536377445802,572.2376647831065
302,37,8276.090552436102,374.1382224519599,338.5603198675047,225.10181085588465,7481.839120488464,703,796.7120112039847,-2713,3889,442,478,2,16,4,0.0935201235979095,167.9374586935561,782,937,21.47687395104424,4,53,31,6,0.6252170586528523,9639,241,59.17923609585277,69.54735608633918,5.839208531879768,0.7563466270386312,0,Fideles,18-24,Medium,Regulier,Ete,Nuit,Europe_N,Etabli,Moyen,Inconnu,Moyen,Explorateur,Unknown,Closed,Spain,2011,1,26,2,27.313830206059745,223.67812303881357
126,25,4492.617514996278,105.22787728179252,302.8896247263452,-4453.655799990277,8066.650530268164,39422,233.3087902892341,-3134,52,17,251,0,13,2,0.4271124464193341,70.60823822435718,24,194,65.74828468821728,4,77,27,19,0.8273841936073582,1380,115,32.47599364097546,18.35608260499464,5.565401509372334,0.0461402459052298,0,Fideles,35-44,VIP,Nouveau,Hiver,Soir,Autre,Nouveau,Moyen,Semaine,Inconnu,Explorateur,F,Suspended,UK,2011,1,27,3,35.37494106296282,179.70470059985112
55,38,11883.40897938394,479.2463726590932,182.29686409877,4730.781629723329,8580.232710072292,73106,226.80716359186343,-2378,7026,351,502,4,7,11,0.1287544373680554,76.78580975839006,624,482,42.20548607219913,3,39,47,49,0.6786494371828666,9676,197,55.82926067091453,80.49581156793562,14.814238058237809,3.749443453580168,0,Potentiels,25-34,Medium,Regulier,Hiver,Matin,Europe_S,Jeune,Eleve,Inconnu,Moyen,Specialise,Unknown,Pending,Italy,2011,1,28,4,212.2037317747132,312.7212889311563
213,12,11113.403059001064,187.13067189453184,108.94627712749504,-2738.746687503281,9976.282974021566,51899,551.4999023416374,-6622,2411,297,118,4,3,11,0.9476236585206672,8.412187268411703,812,899,18.786269613961288,1,14,38,30,0.0651997667061504,7671,222,73.33998155192573,29.52230765673955,6.516833211162874,4.732484988476579,0,Potentiels,35-44,Medium,Nouveau,Printemps,Nuit,Europe_S,Etabli,Eleve,Inconnu,Grand,Modere,F,Pending,France,2011,1,29,5,51.931789995332075,926.116921583422
13,23,6707.087287935043,166.83115008734916,494.0179830777959,-1958.0128036371912,2414.9648525686785,2392,524.0400159503259,-6752,1821,282,673,1,15,11,0.4751708660226282,327.3124907163268,485,336,69.22179906719558,3,80,39,22,0.3074325325478372,801,214,5.191159644346717,47.625686096578505,3.10269391320673,1.481868529072389,0,Dormants,65+,VIP,Regulier,Ete,Soir,UK,Jeune,Eleve,Semaine,Grand,Explorateur,F,Active,UK,2011,1,30,6,479.0776634239316,291.6124907797845
27,42,12365.425610265174,78.69958491456012,227.00081059805743,-1960.5748774497265,403.5082685969971,34724,282.9802079425199,-4265,2965,585,709,0,12,1,0.3172591743568675,76.90793275234077,56,435,56.94215602063267,1,17,41,12,0.2879786079325004,9439,404,2.1087312203147075,72.9378732951006,13.259671056503478,4.714524168520738,0,Champions,35-44,VIP,Nouveau,Hiver,Apres-midi,Europe_C,Ancien,Moyen,Weekend,Moyen,Specialise,F,Pending,Spain,2011,1,31,0,441.6223432237562,294.41489548250416
77,22,-883.1757992646353,156.27408666765638,344.13711789011853,-2695.833378826501,4111.91517994586,22299,298.77757487429795,-2350,2522,109,497,0,21,4,0.7663040711189001,83.04986508180912,986,196,86.00853343802012,3,95,46,16,0.9150324234710844,5268,80,46.34862696821624,,6.857087194457256,3.942785692610205,1,Potentiels,45-54,High,Hyperactif,Ete,Soir,UK,Nouveau,Eleve,Semaine,Petit,Specialise,F,Closed,Germany,2011,2,1,1,-11.322766657238914,-40.144354512028876
215,21,-2761.6076120454427,438.9421271049593,70.27648378918039,-4985.261779136886,1300.8066982894695,5641,278.5673180433589,-3759,1870,179,485,0,19,7,0.4979485925822638,102.05452291547311,223,855,12.630113988772797,3,22,39,3,0.8677820443927635,3496,263,14.051825162547903,,8.586810163369245,1.8863067648579095,0,Fideles,35-44,Medium,Occasionnel,Automne,Midi,Autre,Ancien,Eleve,Inconnu,Inconnu,Specialise,M,Active,Spain,2011,2,2,2,-12.78522042613631,-131.5051243831163
385,27,394.9922303397925,498.1854971254874,242.7948498296989,2293.4479408799634,224.2588916205512,69534,771.7405499364892,-1921,2569,543,44,3,17,10,0.31003402401245,46.50394616883159,632,249,78.78099359250116,2,61,12,13,0.3701479183504169,3258,135,66.77008485500673,26.35267735141429,0.5306993668514028,3.0441570747567965,0,Potentiels,45-54,VIP,Occasionnel,Automne,Matin,UK,Ancien,Moyen,Inconnu,Grand,Modere,M,Closed,UK,2011,2,3,3,1.0232959335227785,14.62934186443676
364,31,-3858.262878213703,187.3132176008899,13.768359934732745,4668.454997992854,3604.268271414861,-3695,652.2489646968982,-6736,5883,24,313,3,13,11,0.8119677423908017,233.33095236119743,179,498,67.67816189490864,4,45,11,19,0.071155255882581,6559,306,22.191193166515983,42.88980849945614,5.126662517276385,1.6099050750227777,0,Champions,65+,Medium,Perdu,Printemps,Matin,Europe_E,Ancien,Critique,Weekend,Petit,Modere,F,Suspended,Germany,2011,2,4,4,-10.570583227982748,-124.46009284560333
153,6,5623.39056002064,227.06226232249855,252.72755895522496,-2757.0651671495493,7837.382510752364,88262,832.5847662268425,-6093,5551,56,178,1,17,6,0.867152151001122,27.427177909819097,800,212,12.386082745981684,1,86,7,12,0.8941073178047334,982,242,43.85225957277142,29.15953365195916,14.107578791580588,2.3523404492753146,0,Fideles,45-54,Medium,Nouveau,Automne,Midi,Europe_E,Ancien,Faible,Inconnu,Petit,Specialise,M,Suspended,France,2011,2,5,5,36.51552311701714,937.23176000344
13,27,13732.113845899228,362.42511441035487,482.0087035588512,1630.4719180342245,5661.806912250709,8782,975.4975552857078,-964,1868,179,417,0,4,6,0.673008166288677,48.98388560911785,434,665,69.78725225730035,4,98,14,2,0.8881899529641872,2089,386,20.569422750552626,,8.432086146806807,-0.6517219778889771,0,Champions,Inconnu,Medium,Perdu,Hiver,Nuit,Asie,Jeune,Moyen,Inconnu,Moyen,Modere,F,Active,Germany,2011,2,6,6,980.8652747070877,508.5968091073788
186,40,-4213.129186629807,443.6669113302119,192.1033564929001,2418.9632695871514,3127.7798921035405,68257,474.6901319757145,-1513,7466,231,555,5,8,11,0.0469644224076672,235.3362052053839,937,670,44.71318159910321,2,38,25,25,0.854746132030725,2953,303,55.29987498916332,41.52824565794148,4.512029682279387,3.1775808518031985,0,Dormants,Inconnu,Low,Perdu,Hiver,Midi,Autre,Inconnu,Eleve,Semaine,Moyen,Specialise,F,Active,Germany,2011,2,7,0,-22.530102602298435,-105.32822966574517
311,34,-2557.801719799464,298.55694542245817,19.498006287455794,3484.253790905248,6543.420054927197,95299,67.6271875240434,-2132,7603,342,77,0,2,9,0.5663228801665321,123.9761264757266,450,466,94.55349377002848,1,14,11,25,0.8450816377355016,9204,270,12.489292479072322,,9.01067489010549,-0.6830521330951798,1,Dormants,55-64,High,Nouveau,Printemps,Matin,Europe_C,Jeune,Faible,Weekend,Moyen,Modere,Unknown,Closed,France,2011,2,8,1,-8.198082435254692,-75.22946234704307
370,12,4043.980565668706,198.80522059802556,15.477895459671764,-773.7080298639085,2320.1818030881072,67963,49.0442181016234,-6942,7864,476,325,4,7,2,0.7632949119972816,258.400956745934,793,874,15.019523711172033,2,52,42,17,0.4802540010861547,2127,287,3.287578425960546,80.67322084613765,13.566577433249858,3.902509681517897,0,Champions,25-34,Low,Occasionnel,Ete,Apres-midi,Autre,Etabli,Moyen,Semaine,Petit,Modere,F,Suspended,Italy,2011,2,9,2,10.900217158136673,336.99838047239217
6,45,13677.500350558095,209.24781122006877,193.99337997343477,-1970.690943595708,143.81446072085024,10566,296.3693742323475,-5251,2739,575,689,4,19,4,0.1365030120835821,203.46003180460184,884,651,64.64050569075806,4,87,45,31,0.1774316522495982,4813,50,6.062032172563021,,3.383849607561441,3.9496815767633446,0,Fideles,65+,High,Nouveau,Hiver,Nuit,Autre,Ancien,Faible,Semaine,Inconnu,Specialise,F,Active,Italy,2011,2,10,3,1953.9286215082993,303.94445223462435
2,7,1323.1220995350104,349.3309825159194,80.01246823159703,-1747.048659769689,7643.5338643642735,57766,932.6120447630984,-5952,3270,454,356,1,21,5,0.2286707513846033,93.44772816745228,492,221,38.81602450083165,3,63,26,13,0.4774880504624277,8064,189,95.47158571001567,63.73603309768588,7.081867495530791,0.4224637253372876,0,Champions,45-54,Medium,Hyperactif,Automne,Soir,Europe_C,Etabli,Faible,Semaine,Moyen,Specialise,M,Suspended,Germany,2011,2,11,4,441.0406998450035,189.01744279071576
110,10,5144.696173767848,6.593040484117948,11.676048164092956,2126.213330985129,6237.4308486400905,-3489,523.689841915904,-1885,3200,231,415,5,9,1,0.8824951050681364,237.55220192860477,189,273,95.72465238849688,2,62,17,46,0.4945977706694648,3862,297,15.086335642482648,21.25996521915337,14.339050462588084,0.9419766862148016,1,Potentiels,18-24,Medium,Perdu,Hiver,Apres-midi,Autre,Jeune,Critique,Inconnu,Inconnu,Modere,F,Suspended,Germany,2011,2,12,5,46.348614178088724,514.4696173767849
237,45,-4168.542818992159,311.6967220426212,378.1068069750884,3167.794665056361,7623.0262450096,97765,272.51472956404905,-3752,2580,288,514,0,21,8,0.020121721853074,42.43989330690144,578,154,33.66751463373737,2,91,44,2,0.4899317532448607,5904,14,71.13934706054668,19.902096966242883,1.7583382927752425,1.88786227134976,1,Potentiels,65+,VIP,Perdu,Printemps,Nuit,Europe_C,Ancien,Eleve,Inconnu,Moyen,Specialise,F,Suspended,Spain,2011,2,13,6,-17.5148857940847,-92.63428486649241
362,17,-2033.1359807582223,180.9690401684719,229.26150444094532,-3183.860322433973,389.3801668766561,16177,399.7676277165085,-5524,6104,212,213,5,18,8,0.752727137825976,195.7897898242111,810,249,96.25640503968822,3,79,35,0,0.5387725861151161,2592,389,7.724694218059798,24.63603533743275,10.514622809547385,2.579977441594889,0,Champions,18-24,High,Nouveau,Automne,Matin,Europe_C,Jeune,Moyen,Weekend,Petit,Specialise,Unknown,Closed,Italy,2011,2,14,0,-5.600925566827058,-119.59623416224838
238,26,14732.602459176938,398.1276789821567,144.62238598632726,-1290.589918422348,8371.196278306523,-5235,598.9965122972661,-3984,5531,257,73,1,20,6,0.4737732925144229,159.55905834143763,961,279,90.24709925897416,4,15,48,25,0.2576570229911551,9666,459,11.707874871283035,78.82559639149984,8.831696131247718,0.7241219704519803,0,Potentiels,25-34,High,Perdu,Automne,Matin,Europe_C,Ancien,Eleve,Inconnu,Inconnu,Specialise,M,Closed,France,2011,2,15,1,61.64268811371104,566.6385561221899
273,21,14302.37392872091,51.030366712450416,450.04159150824034,4019.4019674915,6195.262000363034,10354,653.2967084797044,-3397,4006,529,562,4,2,5,0.4467721588396068,97.77385772836588,420,440,27.767940295754972,2,69,26,23,0.366241181133615,9358,232,51.37874888952413,77.27440351736593,9.874802098250155,2.5549184277915504,0,Champions,45-54,Low,Occasionnel,Automne,Apres-midi,Autre,Jeune,Critique,Weekend,Inconnu,Specialise,M,Suspended,Germany,2011,2,16,2,52.19844499533179,681.0654251771862
293,28,-4901.200381311808,296.1601221394533,58.06948010026281,3066.935196947393,5633.953507126402,13929,154.76559027312211,-4803,4936,686,578,4,10,8,0.0070965324948871,220.46182417491755,249,948,80.55063590581634,4,65,8,48,0.4341865919634695,3323,261,47.02222208528002,30.217452677682868,4.619514090681115,0.7867224393757932,0,Potentiels,65+,High,Perdu,Printemps,Nuit,Autre,Nouveau,Critique,Semaine,Petit,Modere,Unknown,Suspended,Germany,2011,2,17,3,-16.670749596298666,-175.04287076113602
226,46,14036.23570846478,243.0815804936313,477.9594144776596,4848.584027624758,6246.140481145316,18820,977.0546448686308,-3414,7233,228,508,3,10,3,0.8193982309664928,318.0367612042031,588,816,99.56481597854707,3,12,38,34,0.1311212095164998,6438,192,95.2064506345471,28.185357139883827,4.022069975740239,-0.6670556735736359,0,Champions,65+,Medium,Nouveau,Printemps,Soir,UK,Inconnu,Moyen,Semaine,Inconnu,Explorateur,F,Suspended,Spain,2011,2,18,4,61.8336374822237,305.13555887966913
370,2,7782.398756310007,322.9511353230876,156.98335868867642,2542.482596820808,8644.33246868364,19523,545.227454755806,-4447,7862,225,331,1,16,3,0.3598249006365664,364.600215413523,649,276,26.01363721495695,1,46,0,13,0.4553641345615005,8802,413,94.538709849053,33.15371045050466,9.947354729413927,-0.9848347010085464,0,Potentiels,25-34,VIP,Occasionnel,Ete,Soir,Autre,Inconnu,Moyen,Inconnu,Petit,Modere,Unknown,Pending,Spain,2011,2,19,5,20.976816054743956,3891.1993781550036
14,43,12358.36589040044,37.10252926906933,444.20183615434064,-1068.0479897207774,5869.365065589071,61088,136.55262947448702,-3560,241,595,92,1,15,2,0.5407656313005429,221.83341059134997,164,514,44.24093976300865,2,8,6,2,0.810469617069593,2862,203,78.18125561170405,,2.448692561672725,-0.3930936524894284,0,Fideles,55-64,Low,Occasionnel,Ete,Midi,UK,Ancien,Critique,Inconnu,Petit,Specialise,M,Pending,Spain,2011,2,20,6,823.8910593600293,287.4038579162893
191,1,4094.797112677183,292.091974776925,301.4714382397308,906.3783399463772,5809.503798881793,56163,893.7416180927876,-1969,3441,434,687,0,6,5,0.6773006863356594,147.7176441301471,745,88,52.49789292010921,4,62,25,12,0.8280595427328763,1656,261,60.60808118260763,53.89139181823082,5.714475917744082,3.753504200984109,0,Fideles,18-24,VIP,Perdu,Ete,Apres-midi,Asie,Nouveau,Moyen,Weekend,Grand,Specialise,Unknown,Closed,UK,2011,2,21,0,21.327068295193662,4094.797112677183
118,36,5311.920571585006,282.93487103996426,413.35367987074375,1610.142542473203,9906.79157065766,67525,75.56379264834938,-6239,4632,401,656,0,3,3,0.7026295764379158,82.20059157891359,255,799,30.198182444582567,3,33,6,46,0.4115637719010303,1756,113,46.04107142190809,31.960386117685182,2.010794336846688,4.768587874300023,0,Potentiels,65+,High,Nouveau,Printemps,Nuit,Europe_S,Etabli,Faible,Inconnu,Moyen,Modere,M,Suspended,France,2011,2,22,1,44.637987996512656,147.5533492106946
27,26,4776.931605138403,282.5267467360046,492.00658160523216,-4215.441836828761,7567.30167068568,3780,907.8276977443352,-7780,1408,621,518,3,22,3,0.9559800588260724,93.84007262921578,476,923,2.511219124956946,3,80,6,49,0.5188083120843535,8238,374,36.26167489851368,65.66723564966655,-0.8671225420267241,1.5617971956873156,1,Champions,35-44,High,Perdu,Automne,Apres-midi,Europe_S,Nouveau,Faible,Inconnu,Grand,Specialise,Unknown,Pending,UK,2011,2,23,2,170.60470018351438,183.72813865916936
201,29,8337.285150922087,303.7263949652451,144.20271890937286,444.9695910386508,4422.938054511353,-3411,996.5690906326936,-1966,3503,87,268,2,18,6,0.5313399532366091,175.00106702466448,806,642,22.79279517555514,2,90,7,13,0.0336503321350566,9452,352,94.76166715057998,37.501849672367,14.52091776060911,2.0761037206996567,0,Potentiels,18-24,Low,Hyperactif,Automne,Soir,Asie,Ancien,Critique,Inconnu,Petit,Modere,F,Active,Germany,2011,2,24,3,41.27368886595093,287.49259141110645
38,21,-2206.9749048737417,339.8516289270493,480.5677427037965,2093.208284726096,7073.970000329277,24812,700.7313673573474,-1962,4039,583,375,5,11,8,0.3997195509744276,134.0563609674589,417,505,28.911751549834086,1,28,15,20,0.6744325564685969,6228,36,60.687972331043866,76.09427350835284,5.907247658502705,-0.1189109855594432,0,Dormants,45-54,High,Hyperactif,Hiver,Nuit,Asie,Nouveau,Eleve,Semaine,Petit,Explorateur,F,Active,Spain,2011,2,25,4,-56.589100124967736,-105.09404308922579
272,11,-4400.528202546441,403.46955484198105,194.7409474512102,-3326.786959989396,3892.304716917885,83664,770.6767738529157,-3182,83,541,3,2,14,2,0.953703626491708,333.54230075810466,170,590,44.91637043050053,2,36,2,25,0.404605882946863,4639,79,58.328180240913454,,14.509593830717204,2.306188116080942,0,Dormants,25-34,VIP,Occasionnel,Ete,Matin,Europe_N,Etabli,Moyen,Inconnu,Inconnu,Specialise,M,Suspended,Spain,2011,2,26,5,-16.11915092507854,-400.04801841331283
230,40,1158.5988318238187,138.5612564634661,192.75595236846115,2806.3171742555714,2288.75462483499,35939,337.9655336310189,-808,5078,683,137,2,10,4,0.6421102350255211,134.42784569433397,317,772,17.939145362926784,4,42,44,2,0.4454776830833458,9644,275,23.95821105512257,45.49012524112754,1.2451763162852174,-0.1320705879581389,0,Champions,18-24,Medium,Perdu,Automne,Matin,UK,Ancien,Moyen,Inconnu,Petit,Explorateur,Unknown,Pending,Spain,2011,2,27,6,5.01557935854467,28.96497079559547
85,11,9093.615254732937,413.3994580391307,170.19355212725284,837.7278051411167,5968.518768877594,41493,941.6352758811998,-3377,7999,308,230,1,4,11,0.2981503562765556,136.30727576808394,174,241,87.45218131247559,3,85,9,39,0.8736727271797647,2568,448,5.623083970626194,67.76445610727926,8.397868471319777,2.6672859871929804,0,Potentiels,35-44,Low,Hyperactif,Automne,Nuit,Europe_C,Inconnu,Faible,Semaine,Petit,Explorateur,M,Active,Italy,2011,2,28,0,105.73971226433648,826.6922958848124
125,36,-962.930957541033,251.6365627204096,270.7038036737926,4522.217856975947,9281.820981139515,94188,530.1842521422593,-651,3769,342,599,5,4,7,0.1264642454035711,139.9900970384016,470,653,70.78620214040227,1,63,49,3,0.4618344345606083,3124,278,94.5736693961949,,2.2155845246598336,4.599552005485123,0,Potentiels,Inconnu,High,Regulier,Automne,Apres-midi,Europe_N,Nouveau,Moyen,Semaine,Petit,Specialise,F,Closed,France,2011,3,1,1,-7.642309186833595,-26.748082153917583
299,49,8468.648666498346,43.14384817149393,77.07252158924355,-4575.777017931083,9291.395200154628,83326,732.6560581509573,-2382,951,435,528,1,14,1,0.8425545014651813,305.3663767841952,345,740,9.434847278406536,4,23,6,35,0.0211922462278527,5165,162,32.059790625620735,,11.641186031412396,0.1741912358182376,0,Fideles,35-44,VIP,Hyperactif,Automne,Apres-midi,Europe_E,Inconnu,Eleve,Semaine,Moyen,Specialise,M,Active,UK,2011,3,2,2,28.22882888832782,172.82956462241523
24,39,14398.240922145407,33.98270997576971,276.8557426790056,-2346.7386244453305,3419.052781054904,30953,924.1836081953684,-5112,7996,176,51,5,17,1,0.3621816027941515,237.5377371091192,445,675,65.3591526628532,2,70,20,42,0.2274908908690623,7082,312,44.81631330912141,39.40201626167331,11.539247820175603,3.587382308342612,0,Champions,25-34,Medium,Perdu,Printemps,Matin,UK,Inconnu,Moyen,Semaine,Grand,Modere,F,Closed,France,2011,3,3,3,575.9296368858163,369.18566467039506
144,40,-3121.9856842116324,170.4479677545501,270.852406205002,1015.5387929982408,5276.77466221695,55785,975.2047959995328,-6336,611,138,645,4,10,10,0.6604697213644312,224.17163036639585,18,236,65.71199116415642,3,33,36,0,0.4756206143082589,4908,17,12.349354414984976,,0.8017143846289887,-0.8589854630900557,0,Dormants,25-34,High,Perdu,Ete,Matin,Autre,Jeune,Moyen,Inconnu,Grand,Modere,M,Active,Spain,2011,3,4,4,-21.530935753183673,-78.04964210529081
12,35,8452.042364502526,393.52400367017646,380.950906302435,-2034.400877940693,2116.358985698612,9309,833.3711522400777,-791,4670,193,722,1,11,7,0.4708164193658981,121.96220317010967,70,128,95.66589619071914,2,47,30,39,0.4243962927485357,9681,204,83.85550866101991,28.37868541688613,13.593031246022226,1.2529834479297255,0,Dormants,Inconnu,Low,Hyperactif,Automne,Soir,Asie,Etabli,Faible,Inconnu,Moyen,Specialise,Unknown,Active,Germany,2011,3,5,5,650.1571049617328,241.48692470007217
211,34,3875.004386091423,355.3020626967533,416.8249809687928,2144.241640712422,9956.311094988834,44195,303.714489475048,-4014,6430,185,324,1,1,7,0.1989297797950383,298.5350245438404,338,503,1.2990662642599635,1,11,22,46,0.8603701372804806,9766,473,3.735551452737132,20.655476268664856,2.114074355251594,-0.3355089530169457,1,Champions,18-24,High,Perdu,Automne,Nuit,Europe_S,Nouveau,Moyen,Inconnu,Moyen,Modere,F,Pending,Italy,2011,3,6,6,18.278322575902937,113.97071723798302
